GROUP1,GROUP2,CORTICAL_SUMMARY_prior_PVALUE,CORTICAL_SUMMARY_prior_MEAN1,CORTICAL_SUMMARY_prior_MEAN2
10.0,19.0,0.0,2.05491536214,1.44211147776
10.0,22.0,0.0,2.05470629795,1.2478592382
10.0,26.0,0.0,2.05750244777,1.79873758766
10.0,72.0,0.0,2.0551333792,0.843479806932
13.0,14.0,0.00463,1.20398032878,1.3409571822
13.0,16.0,0.0,1.20225015506,1.08735726346
13.0,18.0,0.0,1.2030707858,0.978161863217
13.0,19.0,0.0,1.20313110006,1.44184724444
13.0,22.0,0.26098,1.20158467477,1.24746936582
13.0,26.0,0.0,1.20290232999,1.80110935538
13.0,72.0,0.0,1.20269866657,0.844461363086
14.0,16.0,0.0,1.33759705639,1.08691783143
14.0,18.0,0.0,1.33548258971,0.97808146695
14.0,19.0,0.01829,1.3376213269,1.44176735666
14.0,22.0,0.0502,1.33807329038,1.24719531044
14.0,26.0,0.0,1.33947249649,1.7998841966
14.0,72.0,0.0,1.33820239629,0.844018562619
16.0,18.0,0.0,1.08732263559,0.9780821902
16.0,19.0,0.0,1.08679564359,1.44148152942
16.0,22.0,0.0,1.08690484187,1.24784226029
16.0,26.0,0.0,1.08691547515,1.79805868978
16.0,72.0,0.0,1.08702372762,0.845064094005
18.0,19.0,0.0,0.978062961941,1.44181192878
18.0,22.0,0.0,0.978020477569,1.24787482119
18.0,26.0,0.0,0.977977695851,1.79949926873
18.0,72.0,0.00012,0.978079759076,0.843307088051
19.0,22.0,1e-05,1.44226631528,1.2465443247
19.0,26.0,0.0,1.44270056365,1.80040657443
19.0,72.0,0.0,1.44179474558,0.844485625321
22.0,26.0,0.0,1.24869260798,1.79823703808
22.0,72.0,0.0,1.2479214664,0.841991229237
26.0,72.0,0.0,1.79837067384,0.843109004224
