pattern,1.0,2.0,3.0,4.0,5.0,6.0,7.0,10.0,11.0,12.0,13.0,16.0,19.0,20.0,21.0,23.0,24.0,29.0,30.0,31.0,33.0,35.0,36.0,39.0,51.0,54.0,AD,AD-AD,AD-MCI,AD-N,AD-SMC,APOE4_BIN,CSF_TAU_slope,FSX_HC/ICV_slope,Gender,Handedness,MCI,MCI-AD,MCI-MCI,MCI-N,MCI-SMC,N,N-AD,N-MCI,N-N,N-SMC,SMC,SMC-AD,SMC-MCI,SMC-N,SMC-SMC,UW_EF_slope,UW_MEM_slope,WMH_percentOfICV_slope,below_threshold,cortical_summary,cortical_summary_change,count_post,count_prior,neg-neg,neg-pos,pos-neg,pos-pos
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,-3.75051,-0.000207142857143,1.5,1.1,0.333333333333,0.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.164097,0.052952,-0.00046,0.0182609295493,1.19654621557,0.0372660399537,2.0,10.0,0.0,0.0,0.0,1.0
16.0,0.0,0.0161290322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.806451612903,0.0,0.0322580645161,0.0806451612903,0.0,0.0,0.0,0.0,0.0,0.0322580645161,0.0322580645161,0.0,0.0,0.0,0.0,0.423076923077,0.209677419355,0.0,0.0,0.0,0.743421052632,4.4619459375,-0.000124166666667,1.48366013072,1.05882352941,0.504273504274,0.387096774194,0.306451612903,0.0161290322581,0.0,0.0641025641026,0.0,0.0322580645161,0.0483870967742,0.0,0.00854700854701,0.0,0.0,0.0,0.0,-0.202554468085,-0.17949958042,0.00016974137931,0.00295588466577,1.46888327062,0.0364798434225,80.0,154.0,0.0,0.0,0.0,1.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0526315789474,0.184210526316,0.0526315789474,0.0,0.0263157894737,0.0,0.0,0.684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545,0.0263157894737,0.0,0.0,0.0,0.218181818182,-2.4917785,-1.4e-06,1.21818181818,1.12727272727,0.477272727273,0.0,0.447368421053,0.0263157894737,0.0,0.386363636364,0.0,0.0263157894737,0.447368421053,0.0,0.0909090909091,0.0,0.0,0.0,0.0263157894737,0.0367618867925,-0.0576616981132,0.000101555555556,0.999999093106,0.595704458537,0.00233664821892,33.0,55.0,1.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.164383561644,0.04,0.0,0.0,0.0,0.729166666667,-4.79461642857,-0.000151944444444,1.40816326531,1.04081632653,0.547945205479,0.32,0.4,0.0,0.0,0.191780821918,0.0,0.0,0.2,0.0,0.0958904109589,0.0,0.0,0.0,0.04,-0.0513572340426,-0.151429361702,0.000232702702703,0.0151209859125,1.3491215752,0.061023446657,24.0,49.0,0.0,0.0,0.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439393939394,0.0,0.0769230769231,0.0,0.0,0.772727272727,2.40604625,-0.00024,1.5,1.15909090909,0.439393939394,0.384615384615,0.307692307692,0.0,0.0,0.0909090909091,0.0769230769231,0.0,0.153846153846,0.0,0.030303030303,0.0,0.0,0.0,0.0,-0.293390487805,-0.287043809524,0.000413428571429,0.000479473559176,1.63352238917,0.0677704326285,22.0,44.0,0.0,0.0,0.0,1.0
23.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.266666666667,1.98157666667,-0.000106,1.33333333333,1.06666666667,0.571428571429,0.0,0.833333333333,0.0,0.0,0.190476190476,0.0,0.0,0.166666666667,0.0,0.142857142857,0.0,0.0,0.0,0.0,-0.107237857143,0.0553207142857,-0.00029,0.889877295167,0.782977350512,-0.0223793090138,6.0,15.0,0.833333333333,0.0,0.166666666667,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.95984333333,1.28571428571e-05,1.75,1.08333333333,0.4,0.2,0.2,0.0,0.0,0.55,0.0,0.2,0.4,0.0,0.05,0.0,0.0,0.0,0.0,-0.029087,0.012025,-8.5e-05,0.999999386159,0.585011974856,0.00310493525169,8.0,12.0,1.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176470588235,0.0,0.0,0.0,0.0,0.0,0.764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.317073170732,0.117647058824,0.0,0.0,0.0,0.807692307692,-5.40451818182,-0.000151052631579,1.30769230769,1.03846153846,0.560975609756,0.235294117647,0.470588235294,0.0588235294118,0.0,0.121951219512,0.0,0.0588235294118,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,-0.3011625,-0.210523333333,-0.0003545,0.00264464355922,1.34148863504,0.0412738310185,15.0,26.0,0.0,0.0,0.0,1.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.58635,-5e-05,1.375,1.125,0.666666666667,0.0,0.8,0.0,0.0,0.277777777778,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.00248285714286,0.0579971428571,0.000248,0.568354069626,0.894108802511,0.0465550257996,10.0,8.0,0.2,0.2,0.0,0.6
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.214285714286,0.2,0.0,0.0,0.0,0.5,19.753025,-0.000145714285714,1.75,1.0,0.357142857143,0.4,0.0,0.0,0.0,0.285714285714,0.2,0.0,0.2,0.0,0.142857142857,0.0,0.0,0.0,0.0,-0.06554875,-0.18217,-0.000336666666667,0.18091732751,1.07906480206,0.0803485594913,6.0,8.0,0.0,0.2,0.0,0.8
33.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157894736842,0.0,0.157894736842,0.0526315789474,0.0,0.0,0.0526315789474,0.0,0.0,0.421052631579,0.0,0.0,0.0526315789474,0.0526315789474,0.0,0.243902439024,0.0,0.0,0.0,0.0,0.678571428571,2.61223,-1.48148148148e-06,1.21428571429,1.10714285714,0.682926829268,0.315789473684,0.578947368421,0.0,0.0,0.0731707317073,0.0526315789474,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.141570714286,-0.137386428571,0.000336296296296,0.139911235967,1.04308787293,0.0536470180297,13.0,28.0,0.0,0.157894736842,0.0,0.842105263158
35.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.369230769231,0.125,0.0,0.0,0.0,0.511111111111,5.69819857143,-0.000112666666667,1.57777777778,1.04444444444,0.430769230769,0.25,0.3125,0.0,0.0,0.184615384615,0.0625,0.0,0.25,0.0,0.0153846153846,0.0,0.0,0.0,0.0,-0.30116097561,-0.247443333333,0.0010103125,0.0037652414878,1.56932913368,0.0420744035377,20.0,45.0,0.0,0.0,0.0,1.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.7,3.7550925,-0.000145,1.6,1.05,0.68,0.4,0.4,0.0,0.0,0.16,0.1,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.0,-0.2168345,-0.191337,0.000936,0.00687337882215,1.24969641197,0.0872577729572,5.0,20.0,0.0,0.0,0.0,1.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.857142857143,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.7,9.05824,3.5e-05,1.5,1.0,0.6,0.0,0.571428571429,0.428571428571,0.0,0.24,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.090543,-0.079035,0.000245,0.356339403987,0.972027574662,0.0267103085007,15.0,10.0,0.0,0.285714285714,0.142857142857,0.571428571429
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846153846,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.0769230769231,0.09375,0.0,0.0,0.0,0.0,0.75,8.40301375,-0.00016125,1.5,1.1,0.71875,0.307692307692,0.538461538462,0.0,0.0,0.1875,0.0,0.0,0.153846153846,0.0,0.0,0.0,0.0,0.0,0.0,-0.0597421052632,-0.0727152631579,-5.21052631579e-05,0.0684387646098,1.134461855,0.0382096511832,12.0,20.0,0.0,0.0769230769231,0.0,0.923076923077
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,5.76196,-7.875e-05,1.44444444444,1.11111111111,0.5,0.0,0.25,0.0,0.0,0.285714285714,0.0,0.0,0.5,0.0,0.214285714286,0.0,0.0,0.0,0.25,-0.111968888889,-0.186698888889,0.00208714285714,0.0431241190116,1.40489630495,0.109837822267,5.0,9.0,0.0,0.0,0.0,1.0
